Dates,BTC-USD_close,BTC-USD_volume,BTC-USD_100pma,LTC-USD_close,LTC-USD_volume,LTC-USD_100pma,ETH-USD_date,ETH-USD_close,ETH-USD_volume,ETH-USD_100pma,USD_date,USD_close,USD_volume,USD_100pma,BTC-USD_future,LTC-USD_future,ETH-USD_future,USD_future,BTC-USD_target,LTC-USD_target,ETH-USD_target,USD_target
2016-10-03,608.9600219726562,15300692,594.2089515799906,3.8299999237060547,107768,3.7928358013950176,2016-10-03,13.319999694824219,1307651,11.894626916344485,2016-11-02,18.61052131652832,15600.0,18.790848546953345,611.8200073242188,3.8399999141693115,13.09000015258789,18.61052131652832,1,1,0,0
2016-10-04,611.8200073242188,14360536,594.4679376938764,3.8399999141693115,107484,3.7935293912887573,2016-10-04,13.09000015258789,1087377,11.912205934524536,2016-11-03,18.61052131652832,0.0,18.788196675917682,610.969970703125,3.819999933242798,12.869999885559082,18.266216278076172,0,0,0,0
2016-10-05,610.969970703125,13276337,594.7070975925611,3.819999933242798,111507,3.7939130223315694,2016-10-05,12.869999885559082,1424912,11.92608700627866,2016-11-04,18.266216278076172,6000.0,18.78063174261563,616.030029296875,3.8399999141693115,12.680000305175781,19.445053100585938,1,1,0,1
2016-10-06,616.030029296875,20167399,595.0117109026228,3.8399999141693115,176368,3.79457140650068,2016-10-06,12.680000305175781,1313504,11.936857196262904,2016-11-07,19.445053100585938,33600.0,18.79012347630092,617.6500244140625,3.819999933242798,12.239999771118164,19.38602638244629,1,0,0,0
2016-10-07,617.6500244140625,8467434,595.3305603886994,3.819999933242798,120645,3.7949295547646535,2016-10-07,12.239999771118164,1494626,11.94112680999326,2016-11-08,19.38602638244629,11400.0,18.798516474979024,615.77001953125,3.809999942779541,12.0600004196167,19.2515869140625,0,0,0,0
2016-10-08,615.77001953125,8320759,595.6144417656792,3.809999942779541,92226,3.795138865709305,2016-10-08,12.0600004196167,1339556,11.942777832349142,2016-11-09,19.2515869140625,24000.0,18.804809119966293,617.2899780273438,3.7699999809265137,11.739999771118164,18.546579360961914,1,0,0,0
2016-10-09,617.2899780273438,15597892,595.9113669199486,3.7699999809265137,216256,3.794794497424609,2016-10-09,11.739999771118164,2039638,11.940000050688443,2016-11-10,18.546579360961914,34200.0,18.801271726007332,640.4500122070312,3.809999942779541,11.75,19.740169525146484,1,1,1,1
2016-10-10,640.4500122070312,35367127,596.5132405049092,3.809999942779541,296493,3.794999976415892,2016-10-10,11.75,1355534,11.937432482435897,2016-11-11,19.740169525146484,26400.0,18.813959534103805,635.989990234375,3.799999952316284,11.770000457763672,19.41062355041504,0,0,1,0
2016-10-11,635.989990234375,17240000,597.0395971679687,3.799999952316284,146642,3.7950666427612303,2016-10-11,11.770000457763672,1348844,11.935200055440268,2016-11-14,19.41062355041504,12000.0,18.821915054321288,635.5999755859375,3.880000114440918,12.020000457763672,20.11398696899414,0,1,1,1
2016-10-12,635.5999755859375,16387361,597.5469705682052,3.880000114440918,256738,3.7961841884412264,2016-10-12,12.020000457763672,1210242,11.93631585020768,2016-11-15,20.11398696899414,52200.0,18.838916000566986,637.9199829101562,3.869999885559082,11.899999618530273,20.102514266967773,1,0,0,0
2016-10-13,637.9199829101562,20114873,598.0712954038149,3.869999885559082,170050,3.7971428338583415,2016-10-13,11.899999618530273,794319,11.935844210835246,2016-11-16,20.102514266967773,12600.0,18.8553263676631,637.030029296875,3.859999895095825,11.960000038146973,20.54355239868164,0,0,1,1
2016-10-14,637.030029296875,7970927,598.5707663511619,3.859999895095825,80224,3.7979486936177964,2016-10-14,11.960000038146973,625037,11.936153900928986,2016-11-17,20.54355239868164,16200.0,18.876970291137695,640.1199951171875,3.859999895095825,11.930000305175781,20.832111358642578,1,0,0,1
2016-10-15,640.1199951171875,8306925,599.0967059557951,3.859999895095825,96832,3.7987341518643536,2016-10-15,11.930000305175781,425194,11.936076007311858,2016-11-18,20.832111358642578,21000.0,18.901718912245354,637.3699951171875,3.8399999141693115,11.979999542236328,20.93540382385254,0,0,1,1
2016-10-16,637.3699951171875,17742610,599.5751220703125,3.8399999141693115,146097,3.7992499738931658,2016-10-16,11.979999542236328,921893,11.936625051498414,2016-11-21,20.93540382385254,25200.0,18.927139973640443,635.3400268554688,3.819999933242798,12.5,21.727306365966797,0,0,1,1
2016-10-17,635.3400268554688,15725013,600.0166641046972,3.819999933242798,166429,3.7995061462308155,2016-10-17,12.5,2086531,11.94358029777621,2016-11-22,21.727306365966797,34200.0,18.96170992910126,629.0599975585938,3.7899999618530273,11.979999542236328,21.687955856323242,0,0,0,0
2016-10-18,629.0599975585938,22379197,600.3708510980373,3.7899999618530273,188456,3.7993902171530376,2016-10-18,11.979999542236328,1413674,11.944024434903772,2016-11-23,21.687955856323242,30000.0,18.99495683065275,628.3400268554688,3.7699999809265137,12.050000190734863,21.892898559570312,0,0,1,1
2016-10-19,628.3400268554688,13252110,600.7078291192112,3.7699999809265137,152561,3.7990361179213927,2016-10-19,12.050000190734863,884658,11.945301251239087,2016-11-25,21.892898559570312,13200.0,19.029871791242115,630.4500122070312,3.799999952316284,12.069999694824219,21.722387313842773,1,1,1,0
2016-10-20,630.4500122070312,17836383,601.0619027273996,3.799999952316284,204291,3.7990475921403792,2016-10-20,12.069999694824219,396002,11.946785756519862,2016-11-28,21.722387313842773,46200.0,19.061925547463552,655.47998046875,3.8499999046325684,12.0600004196167,21.537120819091797,1,1,0,0
2016-10-21,655.47998046875,24154228,601.7021154067096,3.8499999046325684,478672,3.799647031110876,2016-10-21,12.0600004196167,577127,11.948117693732767,2016-11-29,21.537120819091797,45600.0,19.09104549183565,653.030029296875,3.880000114440918,11.949999809265137,21.356765747070312,0,1,0,0
2016-10-22,653.030029296875,14418212,602.2989516147347,3.880000114440918,288579,3.800581369289132,2016-10-22,11.949999809265137,500515,11.948139578797097,2016-11-30,21.356765747070312,48000.0,19.117391076198842,650.489990234375,3.8399999141693115,11.930000305175781,19.384387969970703,0,0,0,0
2016-10-23,650.489990234375,21726106,602.8528715988685,3.8399999141693115,405128,3.8010344560118927,2016-10-23,11.930000305175781,676684,11.947931081399151,2016-12-01,19.384387969970703,70800.0,19.120460006012312,651.0,3.8499999046325684,11.380000114440918,19.833627700805664,1,1,0,1
2016-10-24,651.0,24179462,603.3999980579723,3.8499999046325684,206571,3.8015908815644006,2016-10-24,11.380000114440918,2217209,11.94147732041099,2016-12-02,19.833627700805664,17400.0,19.128564184362236,674.6699829101562,3.9200000762939453,11.5,20.30745506286621,1,1,1,1
2016-10-25,674.6699829101562,31949607,604.200784404626,3.9200000762939453,609978,3.80292132195462,2016-10-25,11.5,906595,11.936516901080529,2016-12-05,20.30745506286621,9000.0,19.14181014928925,682.2999877929688,3.9800000190734863,11.430000305175781,20.573062896728516,1,1,0,1
2016-10-26,682.2999877929688,31862181,605.0685533311632,3.9800000190734863,362303,3.8048888630337183,2016-10-26,11.430000305175781,1185604,11.93088893890381,2016-12-06,20.573062896728516,25200.0,19.15771295759413,686.239990234375,3.950000047683716,11.079999923706055,21.509244918823242,1,0,0,1
2016-10-27,686.239990234375,26829414,605.9605471432864,3.950000047683716,252281,3.806483491436466,2016-10-27,11.079999923706055,1744841,11.921538510165371,2016-12-07,21.509244918823242,13800.0,19.18355396815709,714.9500122070312,4.050000190734863,10.390000343322754,21.88633918762207,1,1,0,1
2016-10-28,714.9500122070312,38351348,607.1452152418053,4.050000190734863,429124,3.8091304120810134,2016-10-28,10.390000343322754,3189413,11.904891356177952,2016-12-08,21.88633918762207,22800.0,19.212932068368662,697.27001953125,3.9600000381469727,11.220000267028809,21.745342254638672,0,0,1,0
2016-10-29,697.27001953125,27793236,608.1142991588962,3.9600000381469727,374082,3.8107526661247335,2016-10-29,11.220000267028809,1221192,11.897526935864521,2016-12-09,21.745342254638672,53400.0,19.24016228542533,698.6699829101562,3.9600000381469727,10.90999984741211,21.538759231567383,1,0,0,0
2016-10-31,698.6699829101562,26687188,609.0776574966756,3.9600000381469727,184781,3.81234040412497,2016-10-31,10.90999984741211,1472033,11.887021328540559,2016-12-12,21.538759231567383,15000.0,19.26461544442684,726.760009765625,4.059999942779541,10.75,22.28803253173828,1,1,0,1
2016-11-01,726.760009765625,49453950,610.3164190995066,4.059999942779541,498357,3.8149473466371235,2016-11-01,10.75,2120518,11.875052682976973,2016-12-13,22.28803253173828,16200.0,19.296440887451173,733.510009765625,4.079999923706055,10.819999694824219,22.05193519592285,1,1,1,0
2016-11-02,733.510009765625,28452232,611.5996856689453,4.079999923706055,273378,3.8177083109815917,2016-11-02,10.819999694824219,1354204,11.864062547683716,2016-12-14,22.05193519592285,33600.0,19.325143953164417,684.8699951171875,3.8299999237060547,10.859999656677246,22.817604064941406,0,0,1,1
