Dates,BTC-USD_close,BTC-USD_volume,BTC-USD_100pma,LTC-USD_close,LTC-USD_volume,LTC-USD_100pma,ETH-USD_date,ETH-USD_close,ETH-USD_volume,ETH-USD_100pma,USD_date,USD_close,USD_volume,USD_100pma,BTC-USD_future,LTC-USD_future,ETH-USD_future,USD_future,BTC-USD_target,LTC-USD_target,ETH-USD_target,USD_target
2016-07-29,654.739990234375,12721755,654.739990234375,4.070000171661377,214396,4.070000171661377,2016-07-29,12.569999694824219,2030259,12.569999694824219,2016-08-01,17.23166275024414,22800.0,17.23166275024414,621.8699951171875,3.940000057220459,11.859999656677246,16.95294189453125,0,0,0,0
2016-07-30,621.8699951171875,39918066,638.3049926757812,3.940000057220459,404473,4.005000114440918,2016-07-30,11.859999656677246,3358462,12.214999675750732,2016-08-02,16.95294189453125,19800.0,17.092302322387695,607.0,3.880000114440918,11.039999961853027,16.83161163330078,0,0,0,0
2016-07-31,607.0,41229298,627.8699951171875,3.880000114440918,430772,3.9633334477742515,2016-07-31,11.039999961853027,3610696,11.823333104451498,2016-08-03,16.83161163330078,6000.0,17.00540542602539,513.4299926757812,3.5,8.300000190734863,16.83161163330078,0,0,0,0
2016-08-01,513.4299926757812,75338595,599.2599945068359,3.5,1039767,3.8475000858306885,2016-08-01,8.300000190734863,10863339,10.942499876022339,2016-08-04,16.83161163330078,0.0,16.96195697784424,566.4400024414062,3.700000047683716,10.420000076293945,17.805505752563477,1,1,1,1
2016-08-02,566.4400024414062,47170751,592.69599609375,3.700000047683716,405037,3.818000078201294,2016-08-02,10.420000076293945,4834647,10.83799991607666,2016-08-05,17.805505752563477,13200.0,17.130666732788086,576.219970703125,3.7200000286102295,11.210000038146973,17.653026580810547,1,1,1,0
2016-08-03,576.219970703125,25725471,589.9499918619791,3.7200000286102295,204086,3.801666736602783,2016-08-03,11.210000038146973,2985961,10.899999936421713,2016-08-08,17.653026580810547,22200.0,17.217726707458496,574.6599731445312,3.700000047683716,11.050000190734863,17.864526748657227,0,0,0,1
2016-08-04,574.6599731445312,15992890,587.7657034737723,3.700000047683716,145391,3.7871429239000594,2016-08-04,11.050000190734863,1126449,10.921428544180733,2016-08-09,17.864526748657227,15000.0,17.31012671334403,586.4500122070312,3.759999990463257,10.949999809265137,17.480873107910156,1,1,0,0
2016-08-05,586.4500122070312,14676841,587.6012420654297,3.759999990463257,205068,3.783750057220459,2016-08-05,10.949999809265137,1043336,10.924999952316284,2016-08-10,17.480873107910156,35400.0,17.331470012664795,590.8499755859375,3.759999990463257,10.979999542236328,17.66777801513672,1,0,1,1
2016-08-06,590.8499755859375,15491523,587.9622124565972,3.759999990463257,197479,3.781111160914103,2016-08-06,10.979999542236328,1377540,10.931111017862955,2016-08-11,17.66777801513672,6600.0,17.36883756849501,589.239990234375,3.7799999713897705,11.289999961853027,17.73992156982422,0,1,1,1
2016-08-07,589.239990234375,14726811,588.089990234375,3.7799999713897705,164160,3.78100004196167,2016-08-07,11.289999961853027,2281375,10.966999912261963,2016-08-12,17.73992156982422,7200.0,17.40594596862793,585.25,3.740000009536743,12.220000267028809,18.262937545776367,0,0,1,1
2016-08-08,585.25,15304277,587.8318093039773,3.740000009536743,193166,3.7772727662866767,2016-08-08,12.220000267028809,4071702,11.080909035422586,2016-08-15,18.262937545776367,20400.0,17.483854293823242,590.9400024414062,3.75,12.220000267028809,17.989133834838867,1,1,0,0
2016-08-09,590.9400024414062,29376783,588.0908253987631,3.75,439688,3.775000035762787,2016-08-09,12.220000267028809,5255819,11.175833304723104,2016-08-16,17.989133834838867,33000.0,17.52596092224121,587.8400268554688,3.75,11.680000305175781,18.007171630859375,0,0,0,1
2016-08-10,587.8400268554688,23640952,588.071533203125,3.75,422731,3.7730769560887265,2016-08-10,11.680000305175781,3016560,11.214615381681002,2016-08-17,18.007171630859375,4200.0,17.562977130596455,587.1400146484375,3.7100000381469727,11.779999732971191,18.14161491394043,0,0,1,1
2016-08-11,587.1400146484375,15009452,588.0049961635044,3.7100000381469727,388961,3.7685714619500295,2016-08-11,11.779999732971191,2065414,11.25499997820173,2016-08-18,18.14161491394043,15000.0,17.60430840083531,584.5900268554688,3.7100000381469727,11.5600004196167,18.648231506347656,0,0,0,1
2016-08-12,584.5900268554688,11357750,587.7773315429688,3.7100000381469727,484446,3.764666700363159,2016-08-12,11.5600004196167,1193514,11.275333340962728,2016-08-19,18.648231506347656,6000.0,17.673903274536134,569.0599975585938,3.619999885559082,11.210000038146973,18.45804786682129,0,0,0,0
2016-08-13,569.0599975585938,18970094,586.6074981689453,3.619999885559082,317684,3.7556250244379044,2016-08-13,11.210000038146973,1638525,11.271250009536743,2016-08-22,18.45804786682129,12000.0,17.722912311553955,566.9500122070312,3.5799999237060547,11.210000038146973,18.89252281188965,0,0,0,1
2016-08-14,566.9500122070312,19218972,585.4511754653033,3.5799999237060547,465920,3.7452941361595604,2016-08-14,11.210000038146973,1373317,11.267647070043227,2016-08-23,18.89252281188965,12600.0,17.79171292922076,580.1900024414062,3.630000114440918,11.170000076293945,18.351476669311523,1,1,0,0
2016-08-15,580.1900024414062,21634083,585.1588880750868,3.630000114440918,297997,3.7388889127307467,2016-08-15,11.170000076293945,1261077,11.262222237057156,2016-08-24,18.351476669311523,34200.0,17.822810914781357,572.3400268554688,3.5899999141693115,10.770000457763672,18.512149810791016,0,0,0,1
2016-08-16,572.3400268554688,18886741,584.4842111687911,3.5899999141693115,268121,3.731052649648566,2016-08-16,10.770000457763672,2530514,11.236315827620658,2016-08-25,18.512149810791016,9600.0,17.859091909308184,573.3900146484375,3.5999999046325684,10.770000457763672,18.57937240600586,1,1,0,1
2016-08-17,573.3900146484375,17509679,583.9295013427734,3.5999999046325684,185001,3.7245000123977663,2016-08-17,10.770000457763672,1436468,11.213000059127808,2016-08-26,18.57937240600586,7200.0,17.895105934143068,574.5599975585938,3.5999999046325684,10.710000038146973,18.949909210205078,1,0,0,1
2016-08-18,574.5599975585938,14701426,583.4833344959077,3.5999999046325684,120222,3.718571435837519,2016-08-18,10.710000038146973,977152,11.189047677176339,2016-08-29,18.949909210205078,11400.0,17.94533466157459,582.6099853515625,3.609999895095825,11.279999732971191,18.790874481201172,1,1,1,0
2016-08-19,582.6099853515625,13416843,583.4436368075284,3.609999895095825,118537,3.713636365803805,2016-08-19,11.279999732971191,1576304,11.19318186153065,2016-08-30,18.790874481201172,14400.0,17.983768289739434,580.6599731445312,3.609999895095825,11.140000343322754,18.92695426940918,0,0,0,1
2016-08-20,580.6599731445312,8294321,583.3226079526155,3.609999895095825,133942,3.7091304322947627,2016-08-20,11.140000343322754,548398,11.190869621608568,2016-08-31,18.92695426940918,7200.0,18.02477637581203,587.469970703125,3.6600000858306885,11.069999694824219,19.01877212524414,1,1,0,1
2016-08-21,587.469970703125,19658058,583.4954147338867,3.6600000858306885,373663,3.7070833345254264,2016-08-21,11.069999694824219,1196884,11.18583337465922,2016-09-01,19.01877212524414,11400.0,18.066192865371704,583.5599975585938,3.940000057220459,11.010000228881836,18.931875228881836,0,1,0,0
2016-08-22,583.5599975585938,18772369,583.497998046875,3.940000057220459,1649768,3.7164000034332276,2016-08-22,11.010000228881836,1117682,11.178800048828125,2016-09-02,18.931875228881836,9600.0,18.10082015991211,579.6599731445312,3.8399999141693115,11.010000228881836,19.094186782836914,0,0,0,1
2016-08-23,579.6599731445312,16337141,583.3503817044772,3.8399999141693115,578504,3.7211538461538463,2016-08-23,11.010000228881836,739274,11.17230774806096,2016-09-06,19.094186782836914,57000.0,18.13902656848614,577.9600219726562,3.7899999618530273,11.350000381469727,18.720373153686523,0,0,1,0
2016-08-24,577.9600219726562,18885349,583.1507387514467,3.7899999618530273,421763,3.723703702290853,2016-08-24,11.350000381469727,1230358,11.178888956705729,2016-09-07,18.720373153686523,10800.0,18.160557923493563,579.3699951171875,3.809999942779541,11.260000228881836,18.799068450927734,1,1,0,1
2016-08-25,579.3699951171875,12329289,583.0157121930804,3.809999942779541,341316,3.7267857108797346,2016-08-25,11.260000228881836,847110,11.181785787854876,2016-09-08,18.799068450927734,25200.0,18.183361870901926,570.3499755859375,3.740000009536743,11.1899995803833,17.47923469543457,0,0,0,0
2016-08-26,570.3499755859375,10747219,582.578962654903,3.740000009536743,235694,3.727241376350666,2016-08-26,11.1899995803833,485209,11.182069022079993,2016-09-09,17.47923469543457,174600.0,18.159081623472016,574.97998046875,3.7300000190734863,10.989999771118164,18.23998260498047,1,0,0,1
2016-08-27,574.97998046875,7377921,582.3256632486979,3.7300000190734863,196733,3.727333331108093,2016-08-27,10.989999771118164,793760,11.1756667137146,2016-09-12,18.23998260498047,33600.0,18.161778322855632,574.22998046875,3.7699999809265137,10.949999809265137,17.790746688842773,0,1,0,0
2016-08-28,574.22998046875,13760854,582.0645121912802,3.7699999809265137,260056,3.7287096746506228,2016-08-28,10.949999809265137,1106816,11.168387136151713,2016-09-13,17.790746688842773,9000.0,18.14980956046812,577.3200073242188,3.799999952316284,11.210000038146973,18.10881996154785,1,1,1,1
2016-08-29,577.3200073242188,15895354,581.9162464141846,3.799999952316284,264332,3.730937495827675,2016-08-29,11.210000038146973,967365,11.169687539339066,2016-09-14,18.10881996154785,7800.0,18.14852863550186,573.8800048828125,3.7899999618530273,11.550000190734863,19.01877212524414,0,0,1,1
2016-08-30,573.8800048828125,14338795,581.6727239435369,3.7899999618530273,169849,3.7327272675254126,2016-08-30,11.550000190734863,1283480,11.181212165138938,2016-09-15,19.01877212524414,18000.0,18.174899650342535,571.989990234375,3.819999933242798,12.210000038146973,19.33356285095215,0,1,1,1
2016-08-31,571.989990234375,14860164,581.3879376579733,3.819999933242798,237520,3.7352941106347477,2016-08-31,12.210000038146973,3084388,11.211470631992116,2016-09-16,19.33356285095215,16800.0,18.208977979772232,575.2899780273438,3.809999942779541,12.079999923706055,19.231910705566406,1,0,0,0
2016-09-01,575.2899780273438,15315755,581.2137102399554,3.809999942779541,254663,3.7374285629817416,2016-09-01,12.079999923706055,1731750,11.236285754612513,2016-09-19,19.231910705566406,17400.0,18.238204629080638,598.8400268554688,3.9000000953674316,11.850000381469727,18.87449073791504,1,1,0,0
2016-09-02,598.8400268554688,21055514,581.7033301459419,3.9000000953674316,252067,3.7419444388813443,2016-09-02,11.850000381469727,1552172,11.253333383136326,2016-09-20,18.87449073791504,13200.0,18.255879243214924,609.5499877929688,4.010000228881836,11.710000038146973,19.156492233276367,1,1,0,1
2016-09-03,609.5499877929688,18646011,582.4559425147804,4.010000228881836,370844,3.7491891899624386,2016-09-03,11.710000038146973,912660,11.265675725163641,2016-09-21,19.156492233276367,18000.0,18.280220134838206,605.760009765625,3.9600000381469727,11.75,19.427019119262695,0,0,1,1
2016-09-04,605.760009765625,15369832,583.0692074424342,3.9600000381469727,212360,3.7547368438620317,2016-09-04,11.75,508640,11.278421100817228,2016-09-22,19.427019119262695,16200.0,18.310399055480957,610.4400024414062,3.950000047683716,11.699999809265137,19.18436622619629,1,0,0,0
2016-09-05,610.4400024414062,14864563,583.7710226988181,3.950000047683716,170809,3.7597435926779723,2016-09-05,11.699999809265137,870183,11.289230811290253,2016-09-23,19.18436622619629,5400.0,18.332808470114685,613.2100219726562,3.950000047683716,11.59000015258789,18.6433162689209,1,0,0,0
2016-09-06,613.2100219726562,18429525,584.5069976806641,3.950000047683716,176398,3.764500004053116,2016-09-06,11.59000015258789,704039,11.296750044822693,2016-09-26,18.6433162689209,10800.0,18.34057116508484,625.5700073242188,3.9700000286102295,11.390000343322754,19.207317352294922,1,1,0,1
2016-09-07,625.5700073242188,22710390,585.5085345012386,3.9700000286102295,274015,3.769512199774021,2016-09-07,11.390000343322754,1182869,11.299024442347084,2016-09-27,19.207317352294922,5400.0,18.3617113159924,623.1599731445312,3.9600000381469727,11.720000267028809,19.356515884399414,0,0,1,1
2016-09-08,623.1599731445312,17710151,586.4049973260788,3.9600000381469727,201773,3.774047624497187,2016-09-08,11.720000267028809,1395640,11.309047676268078,2016-09-28,19.356515884399414,14400.0,18.38539713904971,624.52001953125,3.9600000381469727,12.050000190734863,19.718856811523438,1,0,1,1
2016-09-09,624.52001953125,9600113,587.2913931913154,3.9600000381469727,124659,3.778372099233228,2016-09-09,12.050000190734863,1011883,11.326279130092887,2016-09-29,19.718856811523438,40200.0,18.41640782910724,605.6099853515625,3.8499999046325684,11.640000343322754,20.366479873657227,0,0,0,1
2016-09-10,605.6099853515625,22467346,587.707724831321,3.8499999046325684,325761,3.780000003901395,2016-09-10,11.640000343322754,1253034,11.333409157666294,2016-09-30,20.366479873657227,42000.0,18.460727648301557,607.97998046875,3.809999942779541,11.890000343322754,19.948392868041992,1,0,1,0
2016-09-11,607.97998046875,17058938,588.1582194010417,3.809999942779541,260671,3.7806666692097983,2016-09-11,11.890000343322754,724255,11.34577785068088,2016-10-03,19.948392868041992,18600.0,18.4937868754069,608.6099853515625,3.809999942779541,11.920000076293945,19.815589904785156,1,0,1,0
2016-09-12,608.6099853515625,16850869,588.6028230086616,3.809999942779541,137683,3.78130434907001,2016-09-12,11.920000076293945,3108044,11.358260942542035,2016-10-04,19.815589904785156,18600.0,18.522521723871645,609.5399780273438,3.819999933242798,11.970000267028809,20.251710891723633,1,1,1,1
2016-09-13,609.5399780273438,14878860,589.0482943920379,3.819999933242798,139177,3.7821276593715587,2016-09-13,11.970000267028809,1189503,11.371276672850264,2016-10-05,20.251710891723633,13200.0,18.559312982762112,608.1099853515625,3.799999952316284,11.960000038146973,20.34516716003418,0,0,0,1
2016-09-14,608.1099853515625,13892193,589.4454129536947,3.799999952316284,122846,3.782499998807907,2016-09-14,11.960000038146973,1642142,11.383541742960611,2016-10-06,20.34516716003418,10200.0,18.59651827812195,607.780029296875,3.819999933242798,12.609999656677246,20.415664672851562,0,1,1,1
2016-09-15,607.780029296875,13353736,589.8195887974331,3.819999933242798,170843,3.7832653035922927,2016-09-15,12.609999656677246,2298783,11.408571496301768,2016-10-07,20.415664672851562,19800.0,18.633643714749084,607.0800170898438,3.799999952316284,12.829999923706055,20.166454315185547,0,0,1,0
2016-09-16,607.0800170898438,9724490,590.1647973632812,3.799999952316284,127441,3.7835999965667724,2016-09-16,12.829999923706055,874551,11.437000064849853,2016-10-10,20.166454315185547,7800.0,18.664299926757813,610.7000122070312,3.8299999237060547,12.390000343322754,19.295854568481445,1,1,0,0
2016-09-17,610.7000122070312,10004923,590.5674486347274,3.8299999237060547,168340,3.7845097990596996,2016-09-17,12.390000343322754,2999604,11.45568634481991,2016-10-11,19.295854568481445,35400.0,18.676683351105336,609.8499755859375,3.819999933242798,12.930000305175781,19.163049697875977,0,0,1,0
2016-09-18,609.8499755859375,12981851,590.9382664607122,3.819999933242798,194300,3.785192301640144,2016-09-18,12.930000305175781,1570880,11.484038536365215,2016-10-12,19.163049697875977,16200.0,18.686036550081692,609.239990234375,3.8299999237060547,14.720000267028809,18.705617904663086,0,1,1,0
2016-09-19,609.239990234375,13809380,591.2835820036114,3.8299999237060547,137386,3.786037728471576,2016-09-19,14.720000267028809,4649566,11.54509441807585,2016-10-13,18.705617904663086,24600.0,18.6864060096021,597.1599731445312,3.7699999809265137,13.720000267028809,19.261423110961914,0,0,0,1
2016-09-20,597.1599731445312,22059386,591.3924040617766,3.7699999809265137,328871,3.7857407331466675,2016-09-20,13.720000267028809,3597165,11.585370452315718,2016-10-14,19.261423110961914,18600.0,18.697054474442094,595.6300048828125,3.759999990463257,13.109999656677246,19.02532958984375,0,0,0,0
2016-09-21,595.6300048828125,13463966,591.4694513494318,3.759999990463257,118805,3.785272719643333,2016-09-21,13.109999656677246,3037294,11.61309098330411,2016-10-17,19.02532958984375,9000.0,18.703023112903942,602.9199829101562,3.809999942779541,13.359999656677246,19.525390625,1,1,1,1
2016-09-22,602.9199829101562,15567036,591.6739251273019,3.809999942779541,189847,3.7857142771993364,2016-09-22,13.359999656677246,1001985,11.644285781042916,2016-10-18,19.525390625,10200.0,18.717708247048513,602.5900268554688,3.799999952316284,12.90999984741211,18.799068450927734,0,0,0,0
2016-09-23,602.5900268554688,8196210,591.8654356839364,3.799999952316284,166666,3.785964903078581,2016-09-23,12.90999984741211,1202185,11.666491290979218,2016-10-19,18.799068450927734,28200.0,18.719135619046394,601.489990234375,3.799999952316284,13.050000190734863,19.01877212524414,0,0,1,1
2016-09-24,601.489990234375,8038079,592.0313762796336,3.799999952316284,128338,3.7862068866861276,2016-09-24,13.050000190734863,565459,11.690344892699143,2016-10-20,19.01877212524414,12000.0,18.724301765704976,606.5399780273438,3.8499999046325684,12.890000343322754,19.067955017089844,1,1,0,1
2016-09-25,606.5399780273438,16700407,592.2772847838321,3.8499999046325684,246887,3.78728812427844,2016-09-25,12.890000343322754,783983,11.710678035930052,2016-10-21,19.067955017089844,25200.0,18.73012639708438,605.469970703125,3.8399999141693115,13.09000015258789,19.5598201751709,0,0,1,1
2016-09-26,605.469970703125,15534315,592.497162882487,3.8399999141693115,127270,3.788166654109955,2016-09-26,13.09000015258789,1086159,11.73366673787435,2016-10-24,19.5598201751709,24000.0,18.743954626719155,604.6699829101562,3.8299999237060547,13.300000190734863,19.435216903686523,0,0,1,0
2016-09-27,604.6699829101562,11485005,592.69671730917,3.8299999237060547,102532,3.788852445414809,2016-09-27,13.300000190734863,1122919,11.759344335462226,2016-10-25,19.435216903686523,7200.0,18.75528679519403,604.7000122070312,3.8399999141693115,13.170000076293945,19.36307716369629,1,1,0,0
2016-09-28,604.7000122070312,15403975,592.8903188397808,3.8399999141693115,111407,3.789677404588269,2016-09-28,13.170000076293945,878164,11.782096847411125,2016-10-26,19.36307716369629,10200.0,18.765089865653746,608.1400146484375,3.8299999237060547,13.239999771118164,19.577856063842773,1,0,1,1
2016-09-29,608.1400146484375,14534745,593.1323775034102,3.8299999237060547,172094,3.7903174445742653,2016-09-29,13.239999771118164,889551,11.805238163660443,2016-10-27,19.577856063842773,5400.0,18.777990916418652,613.4099731445312,3.8299999237060547,13.210000038146973,19.182723999023438,1,0,0,0
2016-09-30,613.4099731445312,10415543,593.4492149353027,3.8299999237060547,207174,3.7909374833106995,2016-09-30,13.210000038146973,824667,11.827187567949295,2016-10-28,19.182723999023438,41400.0,18.78431487083435,610.6900024414062,3.8399999141693115,13.229999542236328,19.36143684387207,0,1,1,1
2016-10-01,610.6900024414062,10096653,593.7144578200121,3.8399999141693115,87043,3.7916922899392933,2016-10-01,13.229999542236328,631029,11.848769290630633,2016-10-31,19.36143684387207,10800.0,18.793193670419548,611.5999755859375,3.8299999237060547,13.449999809265137,18.818742752075195,1,0,1,0
2016-10-02,611.5999755859375,13462741,593.9854505134351,3.8299999237060547,109650,3.7922727086327295,2016-10-02,13.449999809265137,922433,11.873030359094793,2016-11-01,18.818742752075195,22800.0,18.79358077771736,608.9600219726562,3.8299999237060547,13.319999694824219,18.61052131652832,0,0,0,0
