Dates,BTC-USD_close,BTC-USD_volume,BTC-USD_100pma,LTC-USD_close,LTC-USD_volume,LTC-USD_100pma,ETH-USD_date,ETH-USD_close,ETH-USD_volume,ETH-USD_100pma,BTC-USD_future,LTC-USD_future,ETH-USD_future,BTC-USD_target,LTC-USD_target,ETH-USD_target
2016-08-29,577.3200073242188,15895354,579.5670933877268,3.799999952316284,264332,3.7199999901556198,2016-08-29,11.210000038146973,967365,11.124516179484706,573.8800048828125,3.7899999618530273,11.550000190734863,0,0,1
2016-08-30,573.8800048828125,14338795,579.3893718719482,3.7899999618530273,169849,3.722187489271164,2016-08-30,11.550000190734863,1283480,11.137812554836273,571.989990234375,3.819999933242798,12.210000038146973,0,1,1
2016-08-31,571.989990234375,14860164,579.1651481859611,3.819999933242798,237520,3.7251515027248496,2016-08-31,12.210000038146973,3084388,11.170303084633566,575.2899780273438,3.809999942779541,12.079999923706055,1,0,0
2016-09-01,575.2899780273438,15315755,579.0511725930606,3.809999942779541,254663,3.7276470450793995,2016-09-01,12.079999923706055,1731750,11.197058874018053,598.8400268554688,3.9000000953674316,11.850000381469727,1,1,0
2016-09-02,598.8400268554688,21055514,579.6165684291294,3.9000000953674316,252067,3.7325714179447718,2016-09-02,11.850000381469727,1552172,11.215714345659528,609.5499877929688,4.010000228881836,11.710000038146973,1,1,0
2016-09-03,609.5499877929688,18646011,580.4480523003472,4.010000228881836,370844,3.740277773804135,2016-09-03,11.710000038146973,912660,11.22944450378418,605.760009765625,3.9600000381469727,11.75,0,0,1
2016-09-04,605.760009765625,15369832,581.1321592588682,3.9600000381469727,212360,3.7462162133809684,2016-09-04,11.75,508640,11.243513571249473,610.4400024414062,3.950000047683716,11.699999809265137,1,0,0
2016-09-05,610.4400024414062,14864563,581.9034182899877,3.950000047683716,170809,3.7515789458626196,2016-09-05,11.699999809265137,870183,11.255526366986727,613.2100219726562,3.950000047683716,11.59000015258789,1,0,0
2016-09-06,613.2100219726562,18429525,582.7061517177484,3.950000047683716,176398,3.756666666422135,2016-09-06,11.59000015258789,704039,11.264102617899576,625.5700073242188,3.9700000286102295,11.390000343322754,1,1,0
2016-09-07,625.5700073242188,22710390,583.7777481079102,3.9700000286102295,274015,3.7620000004768372,2016-09-07,11.390000343322754,1182869,11.267250061035156,623.1599731445312,3.9600000381469727,11.720000267028809,0,0,1
2016-09-08,623.1599731445312,17710151,584.7382901819741,3.9600000381469727,201773,3.7668292696883037,2016-09-08,11.720000267028809,1395640,11.278292748986221,624.52001953125,3.9600000381469727,12.050000190734863,1,0,1
2016-09-09,624.52001953125,9600113,585.6854742140997,3.9600000381469727,124659,3.7714285736992244,2016-09-09,12.050000190734863,1011883,11.296666735694522,605.6099853515625,3.8499999046325684,11.640000343322754,0,0,0
2016-09-10,605.6099853515625,22467346,586.1488349382267,3.8499999046325684,325761,3.7732558139534884,2016-09-10,11.640000343322754,1253034,11.304651238197504,607.97998046875,3.809999942779541,11.890000343322754,1,0,1
2016-09-11,607.97998046875,17058938,586.6449973366477,3.809999942779541,260671,3.7740909077904443,2016-09-11,11.890000343322754,724255,11.317954626950351,608.6099853515625,3.809999942779541,11.920000076293945,1,0,1
2016-09-12,608.6099853515625,16850869,587.1331081814236,3.809999942779541,137683,3.7748888863457575,2016-09-12,11.920000076293945,3108044,11.331333414713542,609.5399780273438,3.819999933242798,11.970000267028809,1,1,1
2016-09-13,609.5399780273438,14878860,587.6202140476393,3.819999933242798,139177,3.7758695612783018,2016-09-13,11.970000267028809,1189503,11.345217476720395,608.1099853515625,3.799999952316284,11.960000038146973,0,0,0
2016-09-14,608.1099853515625,13892193,588.0561666285738,3.799999952316284,122846,3.776382973853578,2016-09-14,11.960000038146973,1642142,11.358297956750748,607.780029296875,3.819999933242798,12.609999656677246,0,1,1
2016-09-15,607.780029296875,13353736,588.4670804341634,3.819999933242798,170843,3.77729166050752,2016-09-15,12.609999656677246,2298783,11.384375075499216,607.0800170898438,3.799999952316284,12.829999923706055,0,0,1
2016-09-16,607.0800170898438,9724490,588.8469362842793,3.799999952316284,127441,3.7777550950342293,2016-09-16,12.829999923706055,874551,11.413877623421806,610.7000122070312,3.8299999237060547,12.390000343322754,1,1,0
2016-09-17,610.7000122070312,10004923,589.2839978027343,3.8299999237060547,168340,3.778799991607666,2016-09-17,12.390000343322754,2999604,11.433400077819824,609.8499755859375,3.819999933242798,12.930000305175781,0,0,1
2016-09-18,609.8499755859375,12981851,589.6872522690717,3.819999933242798,194300,3.7796078336005117,2016-09-18,12.930000305175781,1570880,11.462745180317,609.239990234375,3.8299999237060547,14.720000267028809,0,1,1
2016-09-19,609.239990234375,13809380,590.0632664607122,3.8299999237060547,137386,3.7805769122563877,2016-09-19,14.720000267028809,4649566,11.525384701215303,597.1599731445312,3.7699999809265137,13.720000267028809,0,0,0
2016-09-20,597.1599731445312,22059386,590.1971665868219,3.7699999809265137,328871,3.7803773475143143,2016-09-20,13.720000267028809,3597165,11.56679254207971,595.6300048828125,3.759999990463257,13.109999656677246,0,0,0
2016-09-21,595.6300048828125,13463966,590.2977747034143,3.759999990463257,118805,3.779999989050406,2016-09-21,13.109999656677246,3037294,11.595370451609293,602.9199829101562,3.809999942779541,13.359999656677246,1,1,1
2016-09-22,602.9199829101562,15567036,590.5272693980824,3.809999942779541,189847,3.780545442754572,2016-09-22,13.359999656677246,1001985,11.627454618974166,602.5900268554688,3.799999952316284,12.90999984741211,0,0,0
2016-09-23,602.5900268554688,8196210,590.74267578125,3.799999952316284,166666,3.780892844711031,2016-09-23,12.90999984741211,1202185,11.650357212339129,601.489990234375,3.799999952316284,13.050000190734863,0,0,1
2016-09-24,601.489990234375,8038079,590.9312251576206,3.799999952316284,128338,3.7812280571251584,2016-09-24,13.050000190734863,565459,11.674912352310983,606.5399780273438,3.8499999046325684,12.890000343322754,1,1,0
2016-09-25,606.5399780273438,16700407,591.200341586409,3.8499999046325684,246887,3.7824137786339067,2016-09-25,12.890000343322754,783983,11.695862145259463,605.469970703125,3.8399999141693115,13.09000015258789,0,0,1
2016-09-26,605.469970703125,15534315,591.4421997070312,3.8399999141693115,127270,3.7833898148294223,2016-09-26,13.09000015258789,1086159,11.719491603010791,604.6699829101562,3.8299999237060547,13.300000190734863,0,0,1
2016-09-27,604.6699829101562,11485005,591.6626627604167,3.8299999237060547,102532,3.784166649977366,2016-09-27,13.300000190734863,1122919,11.745833412806194,604.7000122070312,3.8399999141693115,13.170000076293945,1,1,0
2016-09-28,604.7000122070312,15403975,591.8763898005251,3.8399999141693115,111407,3.785081949390349,2016-09-28,13.170000076293945,878164,11.769180407289598,608.1400146484375,3.8299999237060547,13.239999771118164,1,0,1
2016-09-29,608.1400146484375,14534745,592.1387063303301,3.8299999237060547,172094,3.7858064328470538,2016-09-29,13.239999771118164,889551,11.792903300254576,613.4099731445312,3.8299999237060547,13.210000038146973,1,0,0
2016-09-30,613.4099731445312,10415543,592.4763454861111,3.8299999237060547,207174,3.786507916828943,2016-09-30,13.210000038146973,824667,11.815396899268741,610.6900024414062,3.8399999141693115,13.229999542236328,0,1,1
2016-10-01,610.6900024414062,10096653,592.7609338760376,3.8399999141693115,87043,3.787343729287386,2016-10-01,13.229999542236328,631029,11.83750006556511,611.5999755859375,3.8299999237060547,13.449999809265137,1,0,1
2016-10-02,611.5999755859375,13462741,593.0507652869592,3.8299999237060547,109650,3.7879999784322886,2016-10-02,13.449999809265137,922433,11.862307753929725,608.9600219726562,3.8299999237060547,13.319999694824219,0,0,0
2016-10-03,608.9600219726562,15300692,593.2918146306819,3.8299999237060547,107768,3.788636341239467,2016-10-03,13.319999694824219,1307651,11.88439399545843,611.8200073242188,3.8399999141693115,13.09000015258789,1,1,0
2016-10-04,611.8200073242188,14360536,593.5683548201376,3.8399999141693115,107484,3.789402961730957,2016-10-04,13.09000015258789,1087377,11.90238811720663,610.969970703125,3.819999933242798,12.869999885559082,0,0,0
2016-10-05,610.969970703125,13276337,593.8242609360639,3.819999933242798,111507,3.7898529171943665,2016-10-05,12.869999885559082,1424912,11.916617702035342,616.030029296875,3.8399999141693115,12.680000305175781,1,1,0
2016-10-06,616.030029296875,20167399,594.1460836659307,3.8399999141693115,176368,3.7905796852664673,2016-10-06,12.680000305175781,1313504,11.927681218022885,617.6500244140625,3.819999933242798,12.239999771118164,1,0,0
2016-10-07,617.6500244140625,8467434,594.4818542480468,3.819999933242798,120645,3.7909999745232716,2016-10-07,12.239999771118164,1494626,11.932142911638532,615.77001953125,3.809999942779541,12.0600004196167,0,0,0
2016-10-08,615.77001953125,8320759,594.7816875618948,3.809999942779541,92226,3.79126757970998,2016-10-08,12.0600004196167,1339556,11.933943721610056,617.2899780273438,3.7699999809265137,11.739999771118164,1,0,0
2016-10-09,617.2899780273438,15597892,595.0943027072483,3.7699999809265137,216256,3.7909721963935428,2016-10-09,11.739999771118164,2039638,11.931250055631002,640.4500122070312,3.809999942779541,11.75,1,1,1
2016-10-10,640.4500122070312,35367127,595.7156137962863,3.809999942779541,296493,3.791232850453625,2016-10-10,11.75,1355534,11.928767178156605,635.989990234375,3.799999952316284,11.770000457763672,0,0,1
2016-10-11,635.989990234375,17240000,596.2598621265308,3.799999952316284,146642,3.7913513248031205,2016-10-11,11.770000457763672,1348844,11.926621681935078,635.5999755859375,3.880000114440918,12.020000457763672,0,1,1
2016-10-12,635.5999755859375,16387361,596.7843969726563,3.880000114440918,256738,3.7925333086649577,2016-10-12,12.020000457763672,1210242,11.92786673227946,637.9199829101562,3.869999885559082,11.899999618530273,1,0,0
2016-10-13,637.9199829101562,20114873,597.3256546823602,3.869999885559082,170050,3.7935526057293543,2016-10-13,11.899999618530273,794319,11.927500059730129,637.030029296875,3.859999895095825,11.960000038146973,0,0,1
2016-10-14,637.030029296875,7970927,597.8412959111201,3.859999895095825,80224,3.7944155575393084,2016-10-14,11.960000038146973,625037,11.927922137371905,640.1199951171875,3.859999895095825,11.930000305175781,1,0,0
2016-10-15,640.1199951171875,8306925,598.3833305163262,3.859999895095825,96832,3.7952563823797765,2016-10-15,11.930000305175781,425194,11.927948780548878,637.3699951171875,3.8399999141693115,11.979999542236328,0,0,1
2016-10-16,637.3699951171875,17742610,598.8768325998814,3.8399999141693115,146097,3.795822756199897,2016-10-16,11.979999542236328,921893,11.928607650949985,635.3400268554688,3.819999933242798,12.5,0,0,1
2016-10-17,635.3400268554688,15725013,599.3326225280762,3.819999933242798,166429,3.7961249709129334,2016-10-17,12.5,2086531,11.935750055313111,629.0599975585938,3.7899999618530273,11.979999542236328,0,0,0
2016-10-18,629.0599975585938,22379197,599.6996271580825,3.7899999618530273,188456,3.796049353517132,2016-10-18,11.979999542236328,1413674,11.936296345275125,628.3400268554688,3.7699999809265137,12.050000190734863,0,0,1
2016-10-19,628.3400268554688,13252110,600.0489003251239,3.7699999809265137,152561,3.7957316782416366,2016-10-19,12.050000190734863,884658,11.937682977536829,630.4500122070312,3.799999952316284,12.069999694824219,1,1,1
2016-10-20,630.4500122070312,17836383,600.4151787815324,3.799999952316284,204291,3.795783103230488,2016-10-20,12.069999694824219,396002,11.939277154853546,655.47998046875,3.8499999046325684,12.0600004196167,1,1,0
2016-10-21,655.47998046875,24154228,601.0707121349517,3.8499999046325684,478672,3.7964285413424173,2016-10-21,12.0600004196167,577127,11.940714336576915,653.030029296875,3.880000114440918,11.949999809265137,0,1,0
2016-10-22,653.030029296875,14418212,601.6819982192095,3.880000114440918,288579,3.797411736320047,2016-10-22,11.949999809265137,500515,11.940823577432072,650.489990234375,3.8399999141693115,11.930000305175781,0,0,0
2016-10-23,650.489990234375,21726106,602.2495330100836,3.8399999141693115,405128,3.7979069476903873,2016-10-23,11.930000305175781,676684,11.940697725429091,651.0,3.8499999046325684,11.380000114440918,1,1,0
2016-10-24,651.0,24179462,602.8098832053699,3.8499999046325684,206571,3.798505717310412,2016-10-24,11.380000114440918,2217209,11.93425292530279,674.6699829101562,3.9200000762939453,11.5,1,1,1
2016-10-25,674.6699829101562,31949607,603.6264752474698,3.9200000762939453,609978,3.7998863350261343,2016-10-25,11.5,906595,11.929318232969804,682.2999877929688,3.9800000190734863,11.430000305175781,1,1,0
2016-10-26,682.2999877929688,31862181,604.5104472985429,3.9800000190734863,362303,3.801910084285093,2016-10-26,11.430000305175781,1185604,11.923707919174365,686.239990234375,3.950000047683716,11.079999923706055,1,0,0
2016-10-27,686.239990234375,26829414,605.4185533311631,3.950000047683716,252281,3.8035555283228555,2016-10-27,11.079999923706055,1744841,11.914333385891384,714.9500122070312,4.050000190734863,10.390000343322754,1,1,0
2016-10-28,714.9500122070312,38351348,606.6221957363925,4.050000190734863,429124,3.8062637114262845,2016-10-28,10.390000343322754,3189413,11.897582473335685,697.27001953125,3.9600000381469727,11.220000267028809,0,0,1
2016-10-29,697.27001953125,27793236,607.6074981689453,3.9600000381469727,374082,3.807934758455857,2016-10-29,11.220000267028809,1221192,11.890217449354088,698.6699829101562,3.9600000381469727,10.90999984741211,1,0,0
2016-10-31,698.6699829101562,26687188,608.586664671539,3.9600000381469727,184781,3.8095698689901702,2016-10-31,10.90999984741211,1472033,11.879677475139658,726.760009765625,4.059999942779541,10.75,1,1,0
2016-11-01,726.760009765625,49453950,609.8438279172208,4.059999942779541,498357,3.8122340187113335,2016-11-01,10.75,2120518,11.86765962965945,733.510009765625,4.079999923706055,10.819999694824219,1,1,1
2016-11-02,733.510009765625,28452232,611.1455771998355,4.079999923706055,273378,3.8150526071849624,2016-11-02,10.819999694824219,1354204,11.856631630345396,684.8699951171875,3.8299999237060547,10.859999656677246,0,0,1
2016-11-03,684.8699951171875,69067917,611.9135398864746,3.8299999237060547,707021,3.8152083083987236,2016-11-03,10.859999656677246,1572227,11.846250047286352,702.0800170898438,3.859999895095825,11.130000114440918,1,1,1
2016-11-04,702.0800170898438,33762721,612.8430911978495,3.859999895095825,317922,3.815670077333745,2016-11-04,11.130000114440918,884314,11.83886602736011,702.1099853515625,3.859999895095825,11.109999656677246,1,0,0
2016-11-05,702.1099853515625,15554565,613.7539778728874,3.859999895095825,135156,3.81612242241295,2016-11-05,11.109999656677246,457396,11.831428615414367,709.9099731445312,3.869999885559082,10.970000267028809,1,1,0
2016-11-06,709.9099731445312,18363567,614.725250552399,3.869999885559082,187205,3.8166666392124062,2016-11-06,10.970000267028809,485095,11.822727318966027,705.4000244140625,3.8399999141693115,10.899999618530273,0,0,0
2016-11-07,705.4000244140625,21797370,615.6319982910156,3.8399999141693115,213277,3.816899971961975,2016-11-07,10.899999618530273,782734,11.81350004196167,710.9000244140625,3.819999933242798,10.859999656677246,1,0,0
2016-11-08,710.9000244140625,28262235,616.5222985839844,3.819999933242798,163855,3.8156999707221986,2016-11-08,10.859999656677246,998744,11.80350004196167,721.4199829101562,3.8499999046325684,10.640000343322754,1,1,0
2016-11-09,721.4199829101562,51548567,617.666498413086,3.8499999046325684,466008,3.815399968624115,2016-11-09,10.640000343322754,1986925,11.799500045776368,714.5700073242188,3.799999952316284,10.520000457763672,0,0,0
2016-11-10,714.5700073242188,23931322,619.6778985595703,3.799999952316284,207089,3.818399968147278,2016-11-10,10.520000457763672,443281,11.821700048446655,714.969970703125,3.799999952316284,10.289999961853027,1,0,0
2016-11-11,714.969970703125,18386841,621.1631982421875,3.799999952316284,106056,3.8193999671936036,2016-11-11,10.289999961853027,775064,11.820400047302247,704.27001953125,3.75,9.960000038146973,0,0,0
2016-11-12,704.27001953125,19677656,622.4436987304688,3.75,257265,3.819699966907501,2016-11-12,9.960000038146973,1155624,11.807900047302246,701.969970703125,3.8499999046325684,10.130000114440918,0,1,1
2016-11-13,701.969970703125,25249834,623.7167987060546,3.8499999046325684,392837,3.82119996547699,2016-11-13,10.130000114440918,810621,11.798700046539306,704.5599975585938,3.859999895095825,10.0,1,1,0
2016-11-14,704.5599975585938,26613445,624.8978985595703,3.859999895095825,165640,3.8221999645233153,2016-11-14,10.0,565262,11.789200048446656,711.0999755859375,3.869999885559082,10.220000267028809,1,1,1
2016-11-15,711.0999755859375,29562740,626.1003985595703,3.869999885559082,318443,3.8232999634742737,2016-11-15,10.220000267028809,796438,11.78160005569458,740.280029296875,3.890000104904175,10.010000228881836,1,1,0
2016-11-16,740.280029296875,58304902,627.6107989501953,3.890000104904175,389962,3.824399964809418,2016-11-16,10.010000228881836,1257139,11.768800058364867,737.530029296875,3.880000114440918,9.949999809265137,0,0,0
2016-11-17,737.530029296875,46942756,629.1335992431641,3.880000114440918,324501,3.8257999658584594,2016-11-17,9.949999809265137,1108257,11.74610005378723,746.9600219726562,3.930000066757202,9.529999732971191,1,1,0
2016-11-18,746.9600219726562,29666065,630.6937994384766,3.930000066757202,231253,3.8275999665260314,2016-11-18,9.529999732971191,1198775,11.719200048446655,747.8900146484375,3.9200000762939453,9.699999809265137,1,0,1
2016-11-19,747.8900146484375,19276573,632.2942993164063,3.9200000762939453,208135,3.829299967288971,2016-11-19,9.699999809265137,664066,11.699400043487548,728.510009765625,3.880000114440918,9.569999694824219,0,0,0
2016-11-20,728.510009765625,34876785,633.7079992675781,3.880000114440918,273815,3.8309999680519105,2016-11-20,9.569999694824219,486220,11.67730004310608,736.1900024414062,3.9200000762939453,9.5600004196167,1,1,0
2016-11-21,736.1900024414062,24010681,635.2239990234375,3.9200000762939453,208297,3.83309996843338,2016-11-21,9.5600004196167,450573,11.65730004310608,749.3400268554688,3.9100000858306885,9.84000015258789,1,0,1
2016-11-22,749.3400268554688,33225195,637.0267993164063,3.9100000858306885,248055,3.835999970436096,2016-11-22,9.84000015258789,1239793,11.643600044250489,741.0700073242188,3.9000000953674316,9.779999732971191,0,0,0
2016-11-23,741.0700073242188,28258203,638.7679992675781,3.9000000953674316,209524,3.83919997215271,2016-11-23,9.779999732971191,456302,11.62930004119873,735.3099975585938,3.859999895095825,9.220000267028809,0,0,0
2016-11-24,735.3099975585938,27531777,640.31919921875,3.859999895095825,196514,3.841499969959259,2016-11-24,9.220000267028809,1867383,11.609800043106079,740.3900146484375,3.880000114440918,9.390000343322754,1,1,1
2016-11-25,740.3900146484375,21299510,641.9996990966797,3.880000114440918,138529,3.844399971961975,2016-11-25,9.390000343322754,716441,11.59600004196167,734.1400146484375,3.8499999046325684,9.34000015258789,0,0,0
2016-11-26,734.1400146484375,16682481,643.6071990966797,3.8499999046325684,102925,3.846899971961975,2016-11-26,9.34000015258789,293525,11.581700038909911,729.4199829101562,3.859999895095825,8.90999984741211,0,1,0
2016-11-27,729.4199829101562,15735824,645.1557989501953,3.859999895095825,111797,3.849499971866608,2016-11-27,8.90999984741211,1353644,11.563700037002564,733.2999877929688,3.869999885559082,8.65999984741211,1,1,0
2016-11-28,733.2999877929688,25153838,646.6626989746094,3.869999885559082,157410,3.8520999717712403,2016-11-28,8.65999984741211,883086,11.537500038146973,732.5599975585938,3.8399999141693115,8.180000305175781,0,0,0
2016-11-29,732.5599975585938,24030304,648.18169921875,3.8399999141693115,344442,3.8543999719619753,2016-11-29,8.180000305175781,2178363,11.507900037765502,742.489990234375,3.869999885559082,8.59000015258789,1,1,1
2016-11-30,742.489990234375,29210351,649.7318994140625,3.869999885559082,198508,3.856499969959259,2016-11-30,8.59000015258789,1370387,11.483100042343139,752.6300048828125,3.890000104904175,8.4399995803833,1,1,0
2016-12-01,752.6300048828125,40690942,651.4225994873046,3.890000104904175,231755,3.855999970436096,2016-12-01,8.4399995803833,830842,11.457400035858154,770.9400024414062,3.9000000953674316,7.650000095367432,1,1,0
2016-12-02,770.9400024414062,48893613,653.3353997802734,3.9000000953674316,375142,3.8565999722480773,2016-12-02,7.650000095367432,3086902,11.42380003452301,764.239990234375,3.890000104904175,7.900000095367432,0,0,1
2016-12-03,764.239990234375,30234128,655.1981994628907,3.890000104904175,216200,3.857599973678589,2016-12-03,7.900000095367432,1424715,11.389300031661987,766.3900146484375,3.890000104904175,7.539999961853027,1,0,0
2016-12-04,766.3900146484375,14755120,657.0683996582031,3.890000104904175,169545,3.858399975299835,2016-12-04,7.539999961853027,728686,11.3521000289917,754.3400268554688,3.490000009536743,6.690000057220459,0,0,0
2016-12-05,754.3400268554688,39082688,658.9083001708984,3.490000009536743,1947847,3.855899975299835,2016-12-05,6.690000057220459,2211620,11.30710003376007,758.2100219726562,3.5,7.610000133514404,1,1,1
2016-12-06,758.2100219726562,25497771,660.7406005859375,3.5,312872,3.8535999751091,2016-12-06,7.610000133514404,4244346,11.273300037384033,765.5599975585938,3.630000114440918,8.350000381469727,1,1,1
2016-12-07,765.5599975585938,26755412,662.6539007568359,3.630000114440918,223784,3.8521999764442443,2016-12-07,8.350000381469727,1716783,11.24730004310608,768.489990234375,3.6700000762939453,8.300000190734863,1,1,0
2016-12-08,768.489990234375,22208497,664.5656005859375,3.6700000762939453,209077,3.850899977684021,2016-12-08,8.300000190734863,1798741,11.218200044631958,770.47998046875,3.6700000762939453,8.520000457763672,1,0,1
2016-12-09,770.47998046875,18722048,666.5316003417969,3.6700000762939453,142859,3.84969997882843,2016-12-09,8.520000457763672,1200256,11.187900047302247,774.0,3.6700000762939453,8.09000015258789,1,0,0
2016-12-10,774.0,14049110,668.5517004394532,3.6700000762939453,117779,3.8481999802589417,2016-12-10,8.09000015258789,862005,11.146700048446656,767.9099731445312,3.630000114440918,8.199999809265137,0,0,1
